chr11	4250070	1.200640	8.827001
chr11	4254421	1.191280	8.832225
chr11	4255949	1.181025	8.834045
chr11	4257378	1.180835	8.835733
chr11	4262434	1.180596	8.841703
chr11	4263799	1.180636	8.843315
chr11	4264563	1.222495	8.844217
chr11	4265958	1.223147	8.845922
chr11	4268378	1.288610	8.848882
chr11	4270594	1.144553	8.851738
chr11	4276004	0.979912	8.857930
chr11	4276133	0.424021	8.858056
chr11	4325792	0.418628	8.879113
chr11	4365595	0.515734	8.895775
chr11	4367196	0.348822	8.896601
chr11	4376960	0.290849	8.900007
chr11	4377205	0.244607	8.900078
chr11	4384896	0.247847	8.901959
chr11	4385699	0.589881	8.902158
chr11	4387760	0.249089	8.903374
chr11	4389587	0.247238	8.903829
chr11	4389639	0.245812	8.903842
chr11	4390721	0.245846	8.904108
chr11	4390823	0.246258	8.904133
chr11	4390959	0.246258	8.904167
chr11	4391231	0.247939	8.904234
chr11	4391274	0.249244	8.904244
chr11	4391439	0.249937	8.904285
chr11	4394464	0.296416	8.905041
chr11	4394620	0.336741	8.905088
chr11	4394880	0.365035	8.905175
chr11	4395551	0.376668	8.905420
chr11	4395941	0.409089	8.905567
chr11	4396029	0.485165	8.905603
chr11	4396185	0.699757	8.905679
chr11	4398559	0.688623	8.907340
chr11	4398799	0.700012	8.907505
chr11	4399281	0.944307	8.907843
chr11	4399936	0.947281	8.908461
chr11	4400131	0.946386	8.908646
chr11	4400545	0.945358	8.909038
chr11	4400801	0.944356	8.909280
chr11	4401360	0.941822	8.909808
chr11	4401643	0.939599	8.910074
chr11	4401792	0.938664	8.910214
chr11	4401834	0.936657	8.910254
chr11	4402775	0.937444	8.911135
chr11	4403006	0.942316	8.911351
chr11	4403271	0.954329	8.911601
chr11	4404192	1.688286	8.912480
chr11	4405044	2.375491	8.913919
chr11	4405341	5.068553	8.914624
chr11	4405546	28.197829	8.915663
chr11	4406479	28.203089	8.941972
chr11	4407244	5.136338	8.963547
chr11	4407725	2.346291	8.966018
chr11	4408024	2.346412	8.966719
chr11	4408567	1.631410	8.967993
chr11	4409140	1.631245	8.968928
chr11	4409386	1.662357	8.969329
chr11	4409511	1.684445	8.969537
chr11	4410469	1.707636	8.971151
chr11	4410752	1.706822	8.971634
chr11	4411002	1.706641	8.972061
chr11	4411003	1.706773	8.972063
chr11	4411241	1.238010	8.972469
chr11	4412253	1.171025	8.973722
chr11	4413960	1.132979	8.975721
chr11	4414162	1.126966	8.975949
chr11	4414873	1.017579	8.976751
chr11	4415064	0.995870	8.976945
chr11	4415079	0.502130	8.976960
chr11	4417487	0.082639	8.978169
chr11	4430658	0.323731	8.979258
chr11	4430863	1.176038	8.979324
chr11	4430936	1.936599	8.979410
chr11	4431172	1.465999	8.979867
chr11	4431185	1.139362	8.979886
chr11	4431327	1.180304	8.980048
chr11	4431488	1.179604	8.980238
chr11	4431543	1.261151	8.980303
chr11	4431675	1.656934	8.980469
chr11	4431732	2.897421	8.980563
chr11	4431867	3.411427	8.980955
chr11	4432154	2.958861	8.981934
chr11	4432176	2.278093	8.981999
chr11	4432581	1.475711	8.982921
chr11	4433414	1.467235	8.984151
chr11	4434657	1.479381	8.985974
chr11	4435188	9.457509	8.986760
chr11	4436470	19.752563	8.998885
chr11	4436676	0.749415	9.002954
chr11	4437273	0.745660	9.003401
chr11	4438098	0.745552	9.004016
chr11	4438351	0.745517	9.004205
chr11	4438465	0.741771	9.004290
chr11	4438515	0.738778	9.004327
chr11	4438810	0.738778	9.004545
chr11	4438976	0.732874	9.004667
chr11	4439535	0.732907	9.005077
chr11	4439722	0.733220	9.005214
chr11	4440380	0.732975	9.005697
chr11	4440483	0.733182	9.005772
chr11	4440617	1.014465	9.005870
chr11	4440692	1.353386	9.005946
chr11	4440784	1.417105	9.006071
chr11	4440838	1.695482	9.006147
chr11	4441419	4.891640	9.007133
chr11	4441432	5.539133	9.007196
chr11	4441535	1.200678	9.007767
chr11	4441821	0.957560	9.008110
chr11	4441838	0.403014	9.008126
chr11	4442495	0.268420	9.008391
chr11	4443199	0.259699	9.008580
chr11	4443472	0.255565	9.008651
chr11	4443722	0.245813	9.008715
chr11	4443763	0.241375	9.008725
chr11	4444819	0.241370	9.008980
chr11	4444977	0.240453	9.009018
chr11	4445939	0.240467	9.009249
chr11	4445988	0.240036	9.009261
chr11	4446162	0.239745	9.009303
chr11	4446656	0.240808	9.009421
chr11	4447623	0.349609	9.009654
chr11	4447654	1.001049	9.009665
chr11	4448469	1.009690	9.010481
chr11	4448492	2.217417	9.010504
chr11	4448649	0.517645	9.010852
chr11	4448889	0.516537	9.010976
chr11	4448991	0.516040	9.011029
chr11	4449320	0.505077	9.011199
chr11	4450133	0.502573	9.011610
chr11	4450324	0.502567	9.011706
chr11	4450965	0.534915	9.012028
chr11	4451168	0.583257	9.012136
chr11	4451267	0.639457	9.012194
chr11	4451468	0.687433	9.012323
chr11	4451822	0.703026	9.012566
chr11	4452069	0.703572	9.012740
chr11	4452449	0.696733	9.013007
chr11	4452472	0.733130	9.013023
chr11	4452576	0.736778	9.013099
chr11	4452824	1.230938	9.013282
chr11	4452865	1.423494	9.013332
chr11	4453050	1.804155	9.013596
chr11	4454297	15.326058	9.015845
chr11	4454671	15.659155	9.021577
chr11	4454844	54.533807	9.024286
chr11	4454913	59.626054	9.028049
chr11	4455955	47.925792	9.090180
chr11	4455972	19.044853	9.090994
chr11	4455985	2.268874	9.091242
chr11	4456521	1.609726	9.092458
chr11	4456562	1.137486	9.092524
chr11	4456848	1.106817	9.092849
chr11	4456941	1.102417	9.092952
chr11	4457399	1.098997	9.093457
chr11	4457844	1.097098	9.093946
chr11	4458663	1.094129	9.094845
chr11	4458733	1.092569	9.094921
chr11	4458967	1.094644	9.095177
chr11	4459101	1.100602	9.095324
chr11	4459406	1.113001	9.095659
